补肾壮阳,九芝堂 六味地黄丸（浓缩丸）360丸 治肾亏不含糖 滋阴补肾 骨蒸潮热 头晕耳鸣 腰膝酸软 盗汗遗精 三百年好品质 信赖九芝堂,30.00,970000,九芝堂360丸,九芝堂,腰膝酸软，头晕耳鸣，盗汗,肾阴亏
补肾壮阳,同仁堂 五子衍宗丸 60g/瓶 补肾益精 用于 肾虚精亏所致的阳痿不育遗精早泄腰痛尿后余沥,26.00,1510000,同仁堂60g*1瓶/盒,同仁堂（TRT）,腰痛,阳痿不育
补肾壮阳,济民可信金水宝胶囊72粒 虫草菌粉补肾虚补肺虚 中药抗疲劳乏力 咳喘腰酸健忘身体虚,45.00,180000,济民可信济民可信 金水宝胶囊 9粒*8板,济民可信,空,其它
补肾壮阳,九芝堂 桂附地黄丸（浓缩丸）360丸 补肾壮阳男性药肾虚腰膝酸软肢冷尿频滋补药品,39.80,970000,九芝堂桂附地黄丸,九芝堂,腰膝酸软,其它
补肾壮阳,同仁堂 壮腰健肾丸 5.6g*10丸 壮腰健肾养血祛风湿 北京同仁堂 肾虚肾亏补肾肾宝,16.00,43000,同仁堂5.6g*10丸,同仁堂（TRT）,空,空
补肾壮阳,同仁堂 五子衍宗丸 9g*10丸 补肾益精阳痿不育遗精早泄药 北京同仁堂,26.00,74000,同仁堂五子衍宗丸9克*10丸,同仁堂（TRT）,腰痛，尿后余淋,阳痿不育
补肾壮阳,仲景 六味地黄丸(浓缩丸)360丸*2瓶/盒 中药滋阴补肾腰膝酸软男女同补,68.00,250000,仲景六味地黄丸,仲景,腰膝酸软，头晕耳鸣，盗汗,肾阴亏
补肾壮阳,同仁堂 知柏地黄丸（水蜜丸）360丸 滋阴降火 北京同仁堂 降火盗汗耳鸣成人清火中药 上火药降火药,18.00,66000,同仁堂360粒,同仁堂（TRT）,耳鸣,空
补肾壮阳,前列康 康恩贝 普乐安片 0.57g*150片 补肾固本肾气不固腰膝酸软,42.00,420000,前列康前列康 普乐安片 0.57g*150片,前列康,空,其它
补肾壮阳,济民可信金水宝胶囊108粒 虫草菌粉补肾虚补肺虚 中药抗疲劳乏力 咳喘腰酸健忘身体虚精气不足,88.00,180000,济民可信金水宝胶囊9粒*12板,济民可信,空,其它
补肾壮阳,同仁堂 六味地黄软胶囊 60粒/瓶 男女肾虚肾亏肾阴亏中药品滋阴补肾 六位地黄丸搭配治疗 六味地黄胶囊 有效期到2020年9月,45.00,1510000,同仁堂六味地黄软胶囊 60粒,同仁堂（TRT）,腰膝酸软，头晕耳鸣，盗汗，耳鸣,肾阴亏
补肾壮阳,九芝堂 知柏地黄丸（浓缩丸）360丸 滋阴降火、阴虚火旺、潮热盗汗、口干咽痛男女性药品,39.80,970000,九芝堂知柏地黄丸,九芝堂,盗汗，耳鸣,其它
补肾壮阳,白云山 花城 龟鹿补肾丸 4.5g*12袋 补肾壮阳 性欲减退失眠精神疲乏,23.80,35000,白云山4.5g*12袋,白云山,失眠健忘,肾阳虚
补肾壮阳,京果 海狗丸 0.2g*120丸 温肾助阳 用于肾阳虚引起的腰膝酸软 神疲乏力 肢体困倦 怕冷 夜尿频多 气短作喘,62.00,35000,京果0.2g*120丸,京果,腰膝酸软,肾阳虚
补肾壮阳,九芝堂 杞菊地黄丸（浓缩丸）360丸 滋肾养肝视力模糊眩晕目涩耳鸣肾虚补肾药品,39.80,970000,九芝堂杞菊地黄丸,九芝堂,空,其它
补肾壮阳,前列康 康恩贝 普乐安胶囊 0.375g*120粒 补肾固本腰膝酸软尿不尽尿滴沥,67.00,420000,前列康前列康 普乐安胶囊0.375g*120粒,前列康,空,空
补肾壮阳,古汉 养生精口服液10ml*30支 补气滋阴补肾失眠健脑益肾安神补脑疲乏无力,72.00,37000,古汉10ml/支*30支,古汉,头晕耳鸣,空
补肾壮阳,仁和 六味地黄丸（浓缩丸）216丸/瓶 肾阴虚 盗汗 遗精 六盒疗程装,96.00,0,仁和 六味地黄丸（浓缩丸）216丸/瓶 肾阴虚 盗汗 遗精 六盒疗程装,仁和,空,遗精早泄，阳痿不育，肾阳虚，肾精亏虚，肾阴亏，前列腺增生，脾肾虚损，脾胃虚寒，心肾不足，脱发，肝肾不足，补肾健脑，阴阳亏虚，肺肾气虚
补肾壮阳,前列康 康恩贝 普乐安片 0.57g*60片 补肾固本肾气不固腰膝酸软 治疗男性前列腺炎 尿频尿痛尿不尽,20.00,420000,前列康0.57g*60片,前列康,空,空
补肾壮阳,汇仁 肾宝片 126片,322.00,470000,汇仁肾宝片 0.7g*126片,汇仁,畏寒怕冷,阴阳亏虚
补肾壮阳,国华 天麻首乌片 200片 滋阴补肾 脂溢性脱发 脱发 白发,48.00,33000,国华200片,国华,空,空
补肾壮阳,佐力 乌灵胶囊27粒 补肾健脑 养心安神 头晕耳鸣 失眠神经衰弱,35.00,27000,佐力乌灵胶囊,佐力,腰膝酸软,空
补肾壮阳,仲景 杞菊地黄丸(浓缩丸)360丸 中药滋肾养肝补肾阴亏 视力模糊 耳鸣 羞明畏光 迎风流泪,45.00,11000,仲景杞菊地黄丸,仲景,头晕耳鸣,肾阴亏
补肾壮阳,汇仁 肾宝片126片 调和阴阳温阳补肾 汇源牌男女性肾虚腰酸夜尿精神不振搭五子衍宗丸六味地黄丸,322.00,0,汇仁 肾宝片126片 调和阴阳温阳补肾 汇源牌男女性肾虚腰酸夜尿精神不振搭五子衍宗丸六味地黄丸,汇仁,腰膝酸软，畏寒怕冷，腰痛，夜尿频多,肾阳虚，肾阴亏，阴阳亏虚
补肾壮阳,同仁堂 六味地黄丸360丸 5盒装(30天用量),98.00,0,同仁堂 六味地黄丸360丸 5盒装(30天用量),同仁堂（TRT）,空,空
补肾壮阳,九芝堂 六味地黄丸（浓缩丸）618丸 男女肾虚肾亏肾阴亏中药品滋阴补肾 六位地黄丸,49.90,970000,九芝堂九芝堂 六味地黄丸 618丸 滋阴补肾,九芝堂,腰膝酸软,肾阴亏
补肾壮阳,前列康 康恩贝 普乐安胶囊 0.375g*60粒 补肾固本腰膝酸软尿不尽尿滴沥,32.90,420000,前列康前列康 普乐安胶囊0.375g*60粒,前列康,空,空
补肾壮阳,汇仁 六味地黄丸 8丸*45袋,78.00,630000,汇仁六味地黄丸 8丸*45袋 肾阴亏损 腰膝酸软,汇仁,腰膝酸软，头晕耳鸣，盗汗,肾阴亏
补肾壮阳,同仁堂 六味地黄丸（水蜜丸） 360丸 男女肾虚肾亏肾阴亏中药品滋阴补肾 六位地黄丸,17.00,1510000,同仁堂360丸,同仁堂（TRT）,腰膝酸软，头晕耳鸣，盗汗,肾阴亏
补肾壮阳,汇仁 肾宝片 45片,125.00,170000,汇仁肾宝片,汇仁,腰膝酸软，畏寒怕冷,阴阳亏虚
补肾壮阳,九芝堂 六味地黄丸（浓缩丸）360丸 治肾亏不含糖 滋阴补肾 骨蒸潮热 头晕耳鸣 腰膝酸软 盗汗遗精 三百年好品质 信赖九芝堂,30.00,970000,九芝堂360丸,九芝堂,腰膝酸软，头晕耳鸣，盗汗,肾阴亏
补肾壮阳,同仁堂 五子衍宗丸 60g/瓶 补肾益精 用于 肾虚精亏所致的阳痿不育遗精早泄腰痛尿后余沥,26.00,1510000,同仁堂60g*1瓶/盒,同仁堂（TRT）,腰痛,阳痿不育
补肾壮阳,济民可信金水宝胶囊72粒 虫草菌粉补肾虚补肺虚 中药抗疲劳乏力 咳喘腰酸健忘身体虚,45.00,180000,济民可信济民可信 金水宝胶囊 9粒*8板,济民可信,空,其它
补肾壮阳,九芝堂 桂附地黄丸（浓缩丸）360丸 补肾壮阳男性药肾虚腰膝酸软肢冷尿频滋补药品,39.80,970000,九芝堂桂附地黄丸,九芝堂,腰膝酸软,其它
补肾壮阳,同仁堂 壮腰健肾丸 5.6g*10丸 壮腰健肾养血祛风湿 北京同仁堂 肾虚肾亏补肾肾宝,16.00,43000,同仁堂5.6g*10丸,同仁堂（TRT）,空,空
补肾壮阳,同仁堂 五子衍宗丸 9g*10丸 补肾益精阳痿不育遗精早泄药 北京同仁堂,26.00,74000,同仁堂五子衍宗丸9克*10丸,同仁堂（TRT）,腰痛，尿后余淋,阳痿不育
补肾壮阳,仲景 六味地黄丸(浓缩丸)360丸*2瓶/盒 中药滋阴补肾腰膝酸软男女同补,68.00,250000,仲景六味地黄丸,仲景,腰膝酸软，头晕耳鸣，盗汗,肾阴亏
补肾壮阳,同仁堂 知柏地黄丸（水蜜丸）360丸 滋阴降火 北京同仁堂 降火盗汗耳鸣成人清火中药 上火药降火药,18.00,66000,同仁堂360粒,同仁堂（TRT）,耳鸣,空
补肾壮阳,前列康 康恩贝 普乐安片 0.57g*150片 补肾固本肾气不固腰膝酸软,42.00,420000,前列康前列康 普乐安片 0.57g*150片,前列康,空,其它
补肾壮阳,济民可信金水宝胶囊108粒 虫草菌粉补肾虚补肺虚 中药抗疲劳乏力 咳喘腰酸健忘身体虚精气不足,88.00,180000,济民可信金水宝胶囊9粒*12板,济民可信,空,其它
补肾壮阳,同仁堂 六味地黄软胶囊 60粒/瓶 男女肾虚肾亏肾阴亏中药品滋阴补肾 六位地黄丸搭配治疗 六味地黄胶囊 有效期到2020年9月,45.00,1510000,同仁堂六味地黄软胶囊 60粒,同仁堂（TRT）,腰膝酸软，头晕耳鸣，盗汗，耳鸣,肾阴亏
补肾壮阳,九芝堂 知柏地黄丸（浓缩丸）360丸 滋阴降火、阴虚火旺、潮热盗汗、口干咽痛男女性药品,39.80,970000,九芝堂知柏地黄丸,九芝堂,盗汗，耳鸣,其它
补肾壮阳,白云山 花城 龟鹿补肾丸 4.5g*12袋 补肾壮阳 性欲减退失眠精神疲乏,23.80,35000,白云山4.5g*12袋,白云山,失眠健忘,肾阳虚
补肾壮阳,京果 海狗丸 0.2g*120丸 温肾助阳 用于肾阳虚引起的腰膝酸软 神疲乏力 肢体困倦 怕冷 夜尿频多 气短作喘,62.00,35000,京果0.2g*120丸,京果,腰膝酸软,肾阳虚
补肾壮阳,九芝堂 杞菊地黄丸（浓缩丸）360丸 滋肾养肝视力模糊眩晕目涩耳鸣肾虚补肾药品,39.80,970000,九芝堂杞菊地黄丸,九芝堂,空,其它
补肾壮阳,前列康 康恩贝 普乐安胶囊 0.375g*120粒 补肾固本腰膝酸软尿不尽尿滴沥,67.00,420000,前列康前列康 普乐安胶囊0.375g*120粒,前列康,空,空
补肾壮阳,古汉 养生精口服液10ml*30支 补气滋阴补肾失眠健脑益肾安神补脑疲乏无力,72.00,37000,古汉10ml/支*30支,古汉,头晕耳鸣,空
