title,detail_url,timeShow,platformName
江西省鼎跃招标咨询有限公司关于江西省江西财经大学2020年端午节福利采购项目(采购编号：JXDY2020-G0010-02包)电子化公开招标公告,http://www.ggzy.gov.cn/information/html/a/360000/0201/202004/28/00361cfea61f22994adc8e176a20f2ef2695.shtml,2020-04-28,南昌市公共资源交易中心
关于天门市黄金污水处理厂三期扩容工程的中标结果公告,http://www.ggzy.gov.cn/information/html/a/420000/0104/202004/28/0042d11d570fda424a55a3441d1d133f2e62.shtml,2020-04-28,天门市公共资源交易网
大余县城2020—2021年党政机关会议定点场所资格,http://www.ggzy.gov.cn/information/html/a/360000/0201/202004/28/003670eb37a10ac74774a03364288a5eff5f.shtml,2020-04-28,赣州市公共资源交易中心
江西诚信伟业招标咨询有限公司关于南昌县城市管理局采购装配式垃圾站设备及车辆项目（招标编号：1493-206104104030）电子化公开招标公告,http://www.ggzy.gov.cn/information/html/a/360000/0201/202004/28/003639dc2bc4c4b24abbb7df688473fa3a75.shtml,2020-04-28,南昌市公共资源交易中心
江西省鼎跃招标咨询有限公司关于江西省江西财经大学2020年端午节福利采购项目(采购编号：JXDY2020-G0010-01包)电子化公开招标公告,http://www.ggzy.gov.cn/information/html/a/360000/0201/202004/28/0036242cb1faf24a4c438cf4cd088b29354e.shtml,2020-04-28,南昌市公共资源交易中心
海安市人大预算监督联网系统项目单一来源采购邀请公示,http://www.ggzy.gov.cn/information/html/a/320000/0201/202004/28/00328fe4d126a4f04f2e813f39cda7911666.shtml,2020-04-28,南通市电子交易平台
延安供电分公司生产调度楼项目弱电工程施工招标（二次）,http://www.ggzy.gov.cn/information/html/a/610000/0101/202004/28/00614f15b27d49374159bd971c5179716894.shtml,2020-04-28,全国公共资源交易平台（陕西省）
日照市岚山区人民医院电视机采购项目公开招标公告,http://www.ggzy.gov.cn/information/html/a/370000/0201/202004/28/003730e9dd5d61d1439e834e9a4cc5b9a21c.shtml,2020-04-28,日照市公共资源电子交易平台
山东省潍坊市青州市庙子镇乡村振兴重大专项资金（中央财政补助）项目成交公告,http://www.ggzy.gov.cn/information/html/a/370000/0202/202004/28/003707b8b2ddb8154accb21e7bb4f253b777.shtml,2020-04-28,潍坊市公共资源电子交易系统
会宁县2020年养护维修项目正常公示,http://www.ggzy.gov.cn/information/html/a/620000/0104/202004/28/00623b60494bf66943f185ac8493ab62e784.shtml,2020-04-28,白银市公共资源交易电子招投标系统
六枝特区学府壹号建设项目一期一标段施工招标,http://www.ggzy.gov.cn/information/html/a/520000/0105/202003/16/005274ed2a4fe1fe46ecb9334782feccd9b3.shtml,2020-04-28,六盘水市公共资源交易中心
市中心城区建成区雨污系统改造提升项目（新建管网及非开挖修复）施工,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/01/005242a1b19881944b79af62f61a4288cf62.shtml,2020-04-28,六盘水市公共资源交易中心
市中心城区建成区雨污系统改造提升项目-水钢污水处理厂工程,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/01/0052d314aa0838474ddba2b653229b51226e.shtml,2020-04-28,六盘水市公共资源交易中心
六盘水市钟山区夜景照明工程施工招标,http://www.ggzy.gov.cn/information/html/a/520000/0105/202001/08/0052b14049a3d6684a24987122bc525fc0b7.shtml,2020-04-28,六盘水市公共资源交易中心
中国凉都六盘水月照养生养老基地智能化系统工程（一期）施工招标,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/28/00529de265e05cfe495596e1c1070545d5f4.shtml,2020-04-28,六盘水市公共资源交易中心
六盘水红桥新区“山水别苑”建设项目一期设计+施工EPC总承包招标,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/26/005237495a4e84fe441e913cf45a0372cb2a.shtml,2020-04-28,六盘水市公共资源交易中心
六枝特区“四好农村”工程(绿化、公交车招呼站、公厕、服务管理用房工程）施工,http://www.ggzy.gov.cn/information/html/a/520000/0105/202001/16/0052087219f97cdc413fb1fe14fdb65e619f.shtml,2020-04-28,六盘水市公共资源交易中心
六枝特区牂牁江景区云上牂牁码头建设项目勘察、设计、施工（EPC）总承包招标,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/17/0052c9fe9dce3940458f8d13e427f12c4d75.shtml,2020-04-28,六盘水市公共资源交易中心
六枝特区学府壹号建设项目一期二标段施工招标,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/26/00523d2a0901892a414ba2abffcf6cebbd4f.shtml,2020-04-28,六盘水市公共资源交易中心
野玉海景区五组团二期室外附属工程,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/28/005273f03b6876ec46d29f449bebc6ad5c36.shtml,2020-04-28,六盘水市公共资源交易中心
达川区石桥创AAAA景区生态水系工程勘察设计勘察设计,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/0051a4874c903ff74abb9e545ef4205ce911.shtml,2020-04-28,
江西爱信建设集团有限公司关于江西省石城县琴江镇人民政府石城县琴江镇沙塅村河背自然村落修缮建设工程（编,http://www.ggzy.gov.cn/information/html/a/360000/0204/202004/28/0036f57a594f41094e63b93c80089ded2687.shtml,2020-04-28,赣州市公共资源交易中心
辽宁海事局锦州船舶溢油应急设备库工程（自航式收油机库工程）,http://www.ggzy.gov.cn/information/html/a/210000/0101/202004/28/0021070bc14dc9bb45c991ed026bb0c9f64a.shtml,2020-04-28,锦州市公共资源平台
江西省百巨招标咨询有限公司关于江西艺术职业学院安保服务采购项目（招标编号：JXBJ20121305101）电子化公开招标公告,http://www.ggzy.gov.cn/information/html/a/360000/0201/202004/28/003667284d8b9d8c4c9083f311b0e10e1e80.shtml,2020-04-28,南昌市公共资源交易中心
城建·蘭庭4#住宅楼及地下车库D建设项目,http://www.ggzy.gov.cn/information/html/a/370000/0101/202004/28/00378922df0483534007a9dec852ed6fa9ab.shtml,2020-04-28,泰安市公共资源电子交易平台
河间市交通运输局洒水车采购项目竞争性谈判公告,http://www.ggzy.gov.cn/information/html/a/130000/0201/202004/28/0013aa72c50b56fe4a3c8f4a093ea409925d.shtml,2020-04-28,
如皋市城南街道左邬村振兴道路建设工程,http://www.ggzy.gov.cn/information/html/a/320000/0101/202004/28/0032b3a391fcba884d20b8551a444c523f5c.shtml,2020-04-28,南通市电子交易平台
如皋市城南街道左邬村振兴道路建设工程招标文件,http://www.ggzy.gov.cn/information/html/a/320000/0105/202004/28/003251a0513d7ed148b98198c62d5e38fe46.shtml,2020-04-28,南通市电子交易平台
锦州市园林集团（锦州市城市园林绿化服务中心）2020年小凌河、女儿河城区段2艘割草船采购项目,http://www.ggzy.gov.cn/information/html/a/210000/0201/202004/28/0021d840a7bd145644548aceeb8fe3d5b886.shtml,2020-04-28,锦州市公共资源平台
平乡县住建局2020年双代项目第二批项目公告,http://www.ggzy.gov.cn/information/html/a/130000/0201/202004/28/0013e897f9b063154a3c9b8c92a244ba2111.shtml,2020-04-28,邢台市公共资源交易中心
南皮县2019年潞灌乡高标准农田建设项目,http://www.ggzy.gov.cn/information/html/a/130000/0105/202004/28/0013e5860fd950c944d3aeec28af15e51e7a.shtml,2020-04-28,
JSGC-HT-2020-036-9Z0100000,http://www.ggzy.gov.cn/information/html/a/370000/0105/202004/28/0037bdf933ff95ad45108cf7c76e14d6f64b.shtml,2020-04-28,潍坊市公共资源电子交易系统
北碚区复兴街道“四好农村路”长寒路、太玻路、栀子支路、大万路改建工程招标文件,http://www.ggzy.gov.cn/information/html/a/500000/0105/202004/28/0050efaba675ff31409e9f44b519098bfc66.shtml,2020-04-28,重庆市北碚区公共资源综合交易中心
驿涛项目管理有限公司关于井冈山经贸学校3D打印实训室建设（项目编号：驿涛政采字JS[2020]008号）询价采购结果公示,http://www.ggzy.gov.cn/information/html/a/360000/0202/202004/28/00367f34a9712ac6496b9ea5bb1ea03bd496.shtml,2020-04-28,吉安市公共资源交易中心
驿涛项目管理有限公司关于江西省吉水中学学生课桌凳等配套设施采购（项目编号：驿涛政采字JS[2020]010号）竞争性谈判结果公示,http://www.ggzy.gov.cn/information/html/a/360000/0202/202004/28/00362b580882b03c44f0a8e1a26ec2ffd7ad.shtml,2020-04-28,吉安市公共资源交易中心
江西恒嘉信息咨询有限公司关于鹰潭市关闭企业土壤环境调查评估项目（项目编号：JXHJ-202003010）电子化公开招标中标结果公告,http://www.ggzy.gov.cn/information/html/a/360000/0202/202004/28/00368f4a678a65b04fbaa902663b1816e31c.shtml,2020-04-28,鹰潭市公共资源交易中心
九江平青工程造价咨询有限公司关于九江市浔阳区甘棠街道便民服务中心弱电系统集成服务采购项目（招标编号：JJPQZB2020-001）竞争性磋商中标公告,http://www.ggzy.gov.cn/information/html/a/360000/0202/202004/28/00362b833c735b944c589a084b98a4cb8698.shtml,2020-04-28,九江市公共资源交易中心
简阳市天府智慧林场项目&nbsp;(项目代码&nbsp;:2020-510185-01-03-425166)&nbsp;勘察设计&nbsp;/&nbsp;标段补遗&nbsp;01,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/0051a74b430022b04fb6b9ee8acaadebab2a.shtml,2020-04-28,成都市电子交易云平台
进贤县医疗器械产业园罗家路资格预审文件,http://www.ggzy.gov.cn/information/html/a/360000/0105/202004/28/0036b1983700925044cbb357e18c4a3daf97.shtml,2020-04-28,南昌市公共资源交易中心
沙地57-3号宗地成交公示,http://www.ggzy.gov.cn/information/html/a/420000/0302/202004/28/0042875cc201c71a4e54ba203992aaa9b31e.shtml,2020-04-28,恩施州国土资源网上交易平台
高唐县人和街道办事处2020年卷筒纸高速柔印铁丝骑马订联动线扶贫专项采购项目中标公示,http://www.ggzy.gov.cn/information/html/a/370000/0202/202004/28/0037283fdeee11ae4821b02c08bfee53f6eb.shtml,2020-04-28,聊城市公共资源电子交易平台
魏县农业农村局2020年高标准农田建设工程勘察设计费项目变更公告,http://www.ggzy.gov.cn/information/html/a/130000/0204/202004/28/00139589bfa1bf4841b49283344a5e7d0d87.shtml,2020-04-28,
兰州石化职业技术学院国家级煤化工教学资源库三期建设项目公开招标公告,http://www.ggzy.gov.cn/information/html/a/620000/0201/202004/28/0062d439b2122d1a4ac199d255ba40038ee2.shtml,2020-04-28,甘肃省公共资源交易电子服务系统v2.0
潍坊市寒亭区县道危桥改造工程,http://www.ggzy.gov.cn/information/html/a/370000/0104/202004/28/0037e746cc51bc3d47959eee06fa28e5fce2.shtml,2020-04-28,潍坊市公共资源电子交易系统
如皋市公安局2020年度零星工程-开标记录,http://www.ggzy.gov.cn/information/html/a/320000/0102/202004/28/0032db508d4d54084fe093ad207ebcd3bddf.shtml,2020-04-28,南通市电子交易平台
滨州市滨城区梁才街道办事处第八小学（实验小学）第一教学楼、第二教学楼（幼儿园）建设项目施工招标中标公示,http://www.ggzy.gov.cn/information/html/a/370000/0104/202004/28/00375ee2cd98b6a64a248f475cf7293cffd3.shtml,2020-04-28,滨州市公共资源电子交易系统
赣建新余招字【2020】002号-1的招标文件,http://www.ggzy.gov.cn/information/html/a/360000/0105/202004/28/0036e630c10818dd4f439beaa7c3e53ac775.shtml,2020-04-28,新余市公共资源交易中心
JTZB-2020-005-1的招标文件,http://www.ggzy.gov.cn/information/html/a/360000/0105/202004/28/0036f1f87d16c6f74f4081cd8d0283d3a23c.shtml,2020-04-28,萍乡市公共资源交易中心
新余市职业教育中心新校区建设项目一期工程设计,http://www.ggzy.gov.cn/information/html/a/360000/0101/202004/28/0036ef09a62fb2574388995a1c0b01ea5c10.shtml,2020-04-28,新余市公共资源交易中心
萍乡市城市公共交通有限公司利用德国促进贷款建设绿色公交项目代理银行项目,http://www.ggzy.gov.cn/information/html/a/360000/0101/202004/28/0036b2d78414d528456aa4ceb1ad08589a64.shtml,2020-04-28,萍乡市公共资源交易中心
甘肃省妇女儿童医疗综合体项目配电室设备采购及安装工程,http://www.ggzy.gov.cn/information/html/a/620000/0106/202004/28/0062e390a3ddd8f8456cafe786cb383543aa.shtml,2020-04-28,甘肃省公共资源交易电子服务系统v2.0
生物城环湖路道路及景观一期工程、生物城环湖路道路及景观二期工程、生物城环湖路道路及景观三期工程、生物城环湖路道路及景观四期工程、生物城环湖路道路及景观五期工程勘察设计&nbsp;/&nbsp;标段招标公告,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/0051644b2a026a53406899f47fc2f15b672a.shtml,2020-04-28,成都市电子交易云平台
南皮县2019年潞灌乡高标准农田建设项目,http://www.ggzy.gov.cn/information/html/a/130000/0105/202004/28/0013118bb336aeef45e697cbb452732ac399.shtml,2020-04-28,
正安县X328关于晏溪至新木公路改扩建工程（一、二标段）施工招标澄清文件,http://www.ggzy.gov.cn/information/html/a/520000/0105/202004/28/00524c1930e46cc3453f994b627d05902740.shtml,2020-04-28,遵义市公共资源交易中心
产芝水库环湖路亮化提升工程不分标段招标文件,http://www.ggzy.gov.cn/information/html/a/370000/0105/202004/28/0037d4d5008ab4ee4c739d58348a729e5039.shtml,2020-04-28,青岛市公共资源交易 电子交易系统
上合示范区环境景观综合整治及优化提升工程设计施工总承包中标公告,http://www.ggzy.gov.cn/information/html/a/370000/0104/202004/28/0037f5f5b3a21a9e46619f024344ed218b3c.shtml,2020-04-28,青岛市公共资源交易 电子交易系统
上合示范区环境景观综合整治及优化提升工程监理中标公告,http://www.ggzy.gov.cn/information/html/a/370000/0104/202004/28/003719cfcfcecbb04d3190c2f03d7fc45e90.shtml,2020-04-28,青岛市公共资源交易 电子交易系统
产芝水库环湖路亮化提升工程招标公告,http://www.ggzy.gov.cn/information/html/a/370000/0101/202004/28/00370edd14db984748caa24f657b107d2bec.shtml,2020-04-28,青岛市公共资源交易 电子交易系统
沾化区银河六路、金海四路、金海五路工程设计中标公示,http://www.ggzy.gov.cn/information/html/a/370000/0202/202004/28/0037a3f0d6b4d3dc4cd28784ae907d4b11e5.shtml,2020-04-28,滨州市公共资源电子交易系统
泗洪县曹庙乡现代化蚕室建设工程招标公告（资格后审）,http://www.ggzy.gov.cn/information/html/a/320000/0101/202004/28/0032f8d0980c65394282a493f108b7e6a254.shtml,2020-04-28,
水晶挂件、铁质件、小轿车等一批物品公开拍卖结果,http://www.ggzy.gov.cn/information/html/a/330000/9002/202004/28/0033a77c524217374e47bd0b6aaefea4b4a2.shtml,2020-04-28,金华市公共资源全流程电子交易综合系统
美姑县九口灌区建设项目（一期）监理,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/0051cd156917429343ecafbdd557ee149423.shtml,2020-04-28,
关于天门市黄金污水处理厂三期扩容工程监理招标的中标结果公告,http://www.ggzy.gov.cn/information/html/a/420000/0104/202004/28/0042ddd8bde81fe345e995da2d1ff58d3b94.shtml,2020-04-28,天门市公共资源交易网
邯郸市粮食质量安全检验检测体系建设质检仪器设备采购项目（进口产品）&nbsp;&nbsp;C包：三重四级杆气相色谱-质谱联用仪GCMSMS（进口）二次中标公告,http://www.ggzy.gov.cn/information/html/a/130000/0202/202004/28/0013d5f439433da84f119bc8f0c81bafc40f.shtml,2020-04-28,邯郸市公共资源电子交易平台
前海滨海岸线（桂湾、前湾段）功能配套完善及改造工程监理服务,http://www.ggzy.gov.cn/information/html/a/440000/0104/202004/28/0044c76623a4120543ce8b8532836e9c31f6.shtml,2020-04-28,深圳市电子招投标交易平台
固原市原州区综合执法局执法车辆政府采购项目(第二次)补充说明公告,http://www.ggzy.gov.cn/information/html/a/640000/0204/202004/28/0064c191300a81b7475286f1f7cd5f9a2bff.shtml,2020-04-28,宁夏公共资源交易服务平台
经济开发区110KV站新出10KV双回路配电工程招标公告,http://www.ggzy.gov.cn/information/html/a/130000/0201/202004/28/001302c663810694400197c5b4909c173b11.shtml,2020-04-28,
徂汶景区自然保护地整合优化项目中标公示,http://www.ggzy.gov.cn/information/html/a/370000/0202/202004/28/0037af043f2795bc41cfb92cb5b66901bc4e.shtml,2020-04-28,泰安市公共资源电子交易平台
恢复拍卖公告（鄞州区2套房屋三年租赁权拍卖）成交公告,http://www.ggzy.gov.cn/information/html/a/330000/9002/202004/28/0033d3dec727b0ef4096a2291734bb834d68.shtml,2020-04-28,宁波市公共资源网上交易暨电子检察系统
南皮县2019年潞灌乡高标准农田建设项目,http://www.ggzy.gov.cn/information/html/a/130000/0105/202004/28/001322a5039808594ead98b7d94f657ce279.shtml,2020-04-28,
XJAZGC-2020-4-100000000000关于仙居县财政局金财工程子系统维保服务项目（重新采购）的合同,http://www.ggzy.gov.cn/information/html/a/330000/0203/202004/28/00331620c60b1e0a4416978cc1313e1fc97f.shtml,2020-04-28,台州市公共资源交易系统
2020年银川市农广校高素质农民培育项目,http://www.ggzy.gov.cn/information/html/a/640000/0201/202004/28/006401c2ef0585ec457f9dd80e240aa691c1.shtml,2020-04-28,宁夏公共资源交易服务平台
关于庆洪路至大棋路连接线道路工程的招标文件,http://www.ggzy.gov.cn/information/html/a/420000/0105/202004/28/00424456a3cd4d5142ea8c4502a34ae57597.shtml,2020-04-28,黄石市公共资源交易平台
S242临商线茌平北胡庄至杨庄段大修工程施工,http://www.ggzy.gov.cn/information/html/a/370000/0201/202004/28/003751e037cd785b42ea9f733ee0f71d915a.shtml,2020-04-28,聊城市公共资源电子交易平台
S242临商线茌平北胡庄至杨庄段大修工程施工监理,http://www.ggzy.gov.cn/information/html/a/370000/0201/202004/28/003748d6ab3b311b4ddaa42e3ed3418d047f.shtml,2020-04-28,聊城市公共资源电子交易平台
滦平县长山峪镇黄木局子村拦蓄供水工程勘测设计招标中标公告,http://www.ggzy.gov.cn/information/html/a/130000/0104/202004/28/0013f9a93df2e0684c02b69a20b7e567f144.shtml,2020-04-28,
梨树县公安局办公设备采购合同备案,http://www.ggzy.gov.cn/information/html/a/220000/0203/202004/28/0022dd4a5abcbe904740b263a509137cccd4.shtml,2020-04-28,四平市政务服务中心(新)
白山市浑江区大镜沟林场森林资源管护站工程项目合同备案,http://www.ggzy.gov.cn/information/html/a/220000/0203/202004/28/00227a118f3c33184d1faeca3778f601d047.shtml,2020-04-28,白山电子招投标交易平台
白山市康宁医院信息安全技术网络安全等级保护项目合同备案,http://www.ggzy.gov.cn/information/html/a/220000/0203/202004/28/00221a952fbb14a84a8792a362e03c9d9670.shtml,2020-04-28,白山电子招投标交易平台
宜昌市西陵区市场监督管理局车辆保险采购合同,http://www.ggzy.gov.cn/information/html/a/420000/0203/202004/28/00421cac6b7a988f4ec99a1538a291141a54.shtml,2020-04-28,湖北省政府采购网
Z1309832000552301黄骅镇楼西村大队部建设工程结果公告,http://www.ggzy.gov.cn/information/html/a/130000/0202/202004/28/00131f025b30a320491dbb3d46aa9f819264.shtml,2020-04-28,
马尔康市干部职工周转宿舍（二、三期）、马尔康市马尔康镇日瓦坝、阿底片区市政基础设施建设项目施工招标,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/00516388820d34f548f39c6821fe704c7b60.shtml,2020-04-28,1.阿坝州工程建设项目电子交易系统 2.阿坝州政府采购电子交易系统 3.阿坝州国有产权和土地矿权电子交易系统 4.阿坝州中介机构信用系统 5.阿坝州政府采购网上竞价系统
若尔盖县村间连接路（阿阿路）建设项目工程,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/0051581ca3203c0240ab83649420944ef472.shtml,2020-04-28,1.阿坝州工程建设项目电子交易系统 2.阿坝州政府采购电子交易系统 3.阿坝州国有产权和土地矿权电子交易系统 4.阿坝州中介机构信用系统 5.阿坝州政府采购网上竞价系统
乡道崔戴线改造工程施工及监理,http://www.ggzy.gov.cn/information/html/a/130000/0105/202004/28/0013cf9665d9c4884e3ca8653d5b496a6131.shtml,2020-04-28,
幸福家苑一期电梯采购项目【合同】,http://www.ggzy.gov.cn/information/html/a/360000/0203/202004/28/00369f583b45c3c54871b4b1e52718e71957.shtml,2020-04-28,吉安市公共资源交易中心
12210700072196778X001558002001的招标文件,http://www.ggzy.gov.cn/information/html/a/210000/0105/202004/28/002189461c71afbc43f2b30fd7d47fe25df9.shtml,2020-04-28,锦州市公共资源平台
冷水滩区市场监督管理局2020年度食品抽检采购项目,http://www.ggzy.gov.cn/information/html/a/430000/0204/202004/28/00437d1ced8993ed40f0b3b5580aa635f583.shtml,2020-04-28,
中山市古镇镇土地房屋征收中心古镇美利路旁工业项目用地填泥（含清苗）平整工程澄清公告,http://www.ggzy.gov.cn/information/html/a/440000/0204/202004/28/00446061977cdec943f0a39071798aeb3480.shtml,2020-04-28,中山市公共资源交易平台
滨湖新区污水厂扩容提标项目,http://www.ggzy.gov.cn/information/html/a/130000/0105/202004/28/00139ef87a2821ea494c9f1621648e24d96a.shtml,2020-04-28,
S331涟源市杨市镇绕镇公路工程施工招标公告补充公告,http://www.ggzy.gov.cn/information/html/a/430000/0101/202004/28/00439f5095eab03b44a391b0119595785c38.shtml,2020-04-28,
启东城投商务楼工程-开标记录,http://www.ggzy.gov.cn/information/html/a/320000/0102/202004/28/0032b69b454b68ec4dccb3619b47035e82bb.shtml,2020-04-28,南通市电子交易平台
微山县人民医院医养结合综合体项目监理招标公告,http://www.ggzy.gov.cn/information/html/a/370000/0101/202004/09/003735e96da7020d4fff88901063196b9d17.shtml,2020-04-28,济宁市公共资源交易服务平台
2019-2020年度低质低效林改造服务项目【合同】,http://www.ggzy.gov.cn/information/html/a/360000/0203/202004/28/0036fc7bd80664c04244923a0cfa138f8e23.shtml,2020-04-28,赣州市公共资源交易中心
中山翠亨新区园林、环卫、路灯及市政设施维护监理项目澄清公告,http://www.ggzy.gov.cn/information/html/a/440000/0204/202004/28/004491cb61dd78374deeba6dc1f6add40413.shtml,2020-04-28,中山市公共资源交易平台
遵义市红花岗区湘江河支流洛江河莲池段治理工程施工招标中标结果公示,http://www.ggzy.gov.cn/information/html/a/520000/0104/202004/28/00528037c0c5bf1e4dce82a3d4c0812a7835.shtml,2020-04-28,遵义市公共资源交易中心
JSGC-CY-2020-13-4Z01000000,http://www.ggzy.gov.cn/information/html/a/370000/0105/202004/28/00374160bea2d91f4b429c0f5cd33fbdb2d3.shtml,2020-04-28,潍坊市公共资源电子交易系统
(江宁分中心)格悦供应链管理（南京）有限公司项目地块场平工程施工,http://www.ggzy.gov.cn/information/html/a/320000/0104/202004/28/0032adb2634237574289a6006e6c8ee276eb.shtml,2020-04-28,南京市国有产权交易系统
务川县黄都中心完小易地新建工程项目-（综合办公楼、学校大门、学生食堂、景观工程）施工招标,http://www.ggzy.gov.cn/information/html/a/520000/0104/202004/28/005216092998727b442c82e4c10cfbb4dda6.shtml,2020-04-28,遵义市公共资源交易中心
JSGC-CY-2020-13-3Z01000000,http://www.ggzy.gov.cn/information/html/a/370000/0105/202004/28/0037cdd4dc8d556c479889b00ec77aae70ce.shtml,2020-04-28,潍坊市公共资源电子交易系统
沁水县土沃乡四村联建旅游休闲区建设项目（一期）EPC总承包招标二次变更公告,http://www.ggzy.gov.cn/information/html/a/140000/0101/202004/28/00147121d4b0898246d9a42db8c997c3d248.shtml,2020-04-28,山西新点招投标交易平台
莘县人民法院诉讼服务中心建设项目,http://www.ggzy.gov.cn/information/html/a/370000/0201/202004/28/003761405ba3f00f4ec1aec2728031def1bc.shtml,2020-04-28,聊城市公共资源电子交易平台
尚义县大青沟镇易地扶贫搬迁区希望路升级工程中标公告,http://www.ggzy.gov.cn/information/html/a/130000/0202/202004/28/00136f56d62db703448c9c4c578a857491a7.shtml,2020-04-28,
四川藏区高速公路联合技术攻关雅康高速YK6、YK7标段科研服务项目招标公告,http://www.ggzy.gov.cn/information/html/a/510000/0101/202004/28/0051d147ec76a49c426ca147966d3ce34f50.shtml,2020-04-28,
JSGC-CY-2020-13-2Z01000000,http://www.ggzy.gov.cn/information/html/a/370000/0105/202004/28/00370b682973caf24e068e35105f265dbf69.shtml,2020-04-28,潍坊市公共资源电子交易系统
航天科工空间工程发展有限公司卫星产业园（一期）建设项目（EPC）总承包施工总承包弱电工程专业分包中标候选人公示,http://www.ggzy.gov.cn/information/html/a/420000/0104/202004/28/004257e61dd5594c4492b06ef4e96fcc8795.shtml,2020-04-28,东风电子招标交易平台
甘肃省疾病预防控制中心物业服务(2年)采购项目,http://www.ggzy.gov.cn/information/html/a/620000/0202/202004/28/0062d2bd0edb0b3749b78a7e5aba9ecef6a7.shtml,2020-04-28,甘肃省公共资源交易电子服务系统v2.0
